nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & 2.108e+05 & 2.036e+05 & 1.94e+05 & 1.732e+05 & 1.408e+05 & 1.062e+05 & 8.131e+04 & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan \\
nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & 1.906e+05 & 1.808e+05 & 1.638e+05 & 1.417e+05 & 1.178e+05 & 9.872e+04 & 8.407e+04 & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan \\
nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan \\
nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan \\
nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan \\
nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan \\
nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan \\
nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan \\
nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan \\
nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan & nan \\
