0.004254 & 1.379e-16 & 1.05e+33 & 1.938e+20 & 9.038e+21 & 6.698e+21 \\
0.01064 & 3.45e-16 & 1.66e+34 & 1.445e+21 & 3.102e+22 & 1.531e+22 \\
0.0002163 & 7.009e-18 & 4.715e+32 & 8.21e+17 & 2.929e+22 & 2.87e+22 \\
0.0004675 & 1.515e-17 & 6.82e+33 & 3.172e+19 & 1.989e+22 & 1.699e+22 \\
0.3006 & 9.741e-15 & 4.06e+35 & 2.301e+24 & 8.467e+22 & 8.201e+22 \\
0.000115 & 3.727e-18 & 6.522e+32 & 1.364e+18 & 5.079e+21 & 4.458e+21 \\
0.0001094 & 3.545e-18 & 6.533e+32 & 3.114e+17 & 1.29e+22 & 1.28e+22 \\
0.000427 & 1.384e-17 & 1.187e+33 & 1.135e+19 & 1.029e+22 & 7.635e+21 \\
0.0005022 & 1.628e-17 & 8.674e+33 & 6.077e+19 & 1.053e+22 & 1.013e+22 \\
8.569e-05 & 2.777e-18 & 6.548e+32 & 8.133e+17 & 5.602e+21 & 4.586e+21 \\
0.2325 & 7.533e-15 & 4.373e+35 & 1.779e+24 & 1.794e+23 & 1.014e+23 \\
7.565e-05 & 2.452e-18 & 3.153e+33 & 3.59e+18 & 5.768e+22 & 1.389e+22 \\
5.027e-05 & 1.629e-18 & 1.231e+33 & 8.587e+17 & 6.375e+21 & 6.374e+21 \\
0.02952 & 9.568e-16 & 1.113e+35 & 2.763e+22 & 2.29e+23 & 1.654e+23 \\
0.002002 & 6.49e-17 & 1.216e+33 & 4.276e+19 & 2.087e+22 & 1.664e+22 \\
0.06621 & 2.146e-15 & 2.976e+34 & 2.751e+22 & 1.413e+22 & 1.144e+22 \\
0.003641 & 1.18e-16 & 2.116e+33 & 1.037e+20 & 2.546e+22 & 7.898e+21 \\
0.000518 & 1.679e-17 & 1.818e+33 & 7.866e+18 & 4.155e+22 & 2.822e+22 \\
0.014 & 4.537e-16 & 2.47e+34 & 4.743e+21 & 4.176e+22 & 2.356e+22 \\
0.001716 & 5.56e-17 & 3.235e+33 & 1.587e+20 & 2.097e+22 & 2.289e+21 \\
0.001457 & 4.723e-17 & 1.882e+33 & 2.49e+19 & 1.832e+22 & 1.648e+22 \\
0.001485 & 4.813e-17 & 1.736e+34 & 3.207e+20 & 3.835e+22 & 3.824e+22 \\
0.03719 & 1.205e-15 & 1.395e+34 & 8.4e+21 & 1.789e+22 & 1.763e+22 \\
0.0004225 & 1.369e-17 & 7.735e+32 & 2.406e+18 & 1.313e+22 & 1.211e+22 \\
0.002002 & 6.489e-17 & 4.08e+34 & 4.608e+20 & 3.897e+22 & 3.887e+22 \\
0.00058 & 1.88e-17 & 4.231e+33 & 1.761e+19 & 3.494e+22 & 1.666e+22 \\
0.000152 & 4.924e-18 & 1.352e+33 & 3.461e+18 & 4.678e+21 & 3.196e+21 \\
0.000415 & 1.345e-17 & 3.072e+33 & 1.772e+19 & 6.505e+21 & 5.523e+21 \\
0.1721 & 5.577e-15 & 4.877e+35 & 1.32e+24 & 3.699e+23 & 3.691e+23 \\
