0.001406 & 4.557e-17 & 1.05e+33 & 2.402e+19 & 9.038e+21 & 8.979e+21 \\
0.008358 & 2.709e-16 & 1.66e+34 & 1.571e+21 & 3.102e+22 & 3.088e+22 \\
0.002835 & 9.188e-17 & 4.715e+32 & 5.382e+19 & 2.929e+22 & 2.218e+22 \\
0.009041 & 2.93e-16 & 6.82e+33 & 1.171e+21 & 1.989e+22 & 1.246e+22 \\
0.296 & 9.591e-15 & 4.06e+35 & 2.265e+24 & 8.467e+22 & 8.291e+22 \\
0.0002856 & 9.257e-18 & 6.522e+32 & 2.033e+18 & 5.079e+21 & 4.224e+21 \\
0.001796 & 5.819e-17 & 6.533e+32 & 2.556e+19 & 1.29e+22 & 1.221e+22 \\
0.0003931 & 1.274e-17 & 1.187e+33 & 5.969e+18 & 1.029e+22 & 7.771e+21 \\
0.0004578 & 1.484e-17 & 8.674e+33 & 2.585e+19 & 1.053e+22 & 8.989e+21 \\
5.449e-05 & 1.766e-18 & 6.548e+32 & 4.137e+17 & 5.602e+21 & 5.537e+21 \\
0.1615 & 5.234e-15 & 4.373e+35 & 1.236e+24 & 1.794e+23 & 1.779e+23 \\
0.001314 & 4.26e-17 & 3.153e+33 & 3.119e+19 & 5.768e+22 & 5.601e+22 \\
0.0008056 & 2.611e-17 & 1.231e+33 & 2.408e+19 & 6.375e+21 & 2.137e+21 \\
0.02182 & 7.073e-16 & 1.113e+35 & 1.171e+22 & 2.29e+23 & 2.085e+23 \\
0.003179 & 1.03e-16 & 1.216e+33 & 6.789e+19 & 2.087e+22 & 1.645e+22 \\
0.04385 & 1.421e-15 & 2.976e+34 & 1.161e+22 & 1.413e+22 & 1.213e+22 \\
0.003179 & 1.03e-16 & 2.116e+33 & 1.207e+20 & 2.546e+22 & 2.518e+22 \\
0.000187 & 6.062e-18 & 1.818e+33 & 2.84e+18 & 4.155e+22 & 3.061e+22 \\
0.01427 & 4.624e-16 & 2.47e+34 & 2.36e+21 & 4.176e+22 & 3.963e+22 \\
0.002098 & 6.8e-17 & 3.235e+33 & 7.468e+19 & 2.097e+22 & 2.087e+22 \\
0.001144 & 3.709e-17 & 1.882e+33 & 3.259e+19 & 1.832e+22 & 1.236e+22 \\
0.03998 & 1.296e-15 & 1.736e+34 & 1.063e+22 & 3.835e+22 & 1.366e+22 \\
0.01678 & 5.436e-16 & 1.395e+34 & 4.235e+21 & 1.789e+22 & 1.558e+22 \\
0.00449 & 1.455e-16 & 7.735e+32 & 2.046e+20 & 1.313e+22 & 1.195e+22 \\
0.0006069 & 1.967e-17 & 4.08e+34 & 2.916e+20 & 3.897e+22 & 3.572e+22 \\
0.001259 & 4.081e-17 & 4.231e+33 & 2.63e+19 & 3.494e+22 & 3.087e+22 \\
0.0006965 & 2.257e-17 & 1.352e+33 & 9.916e+18 & 4.678e+21 & 3.495e+21 \\
0.001693 & 5.486e-17 & 3.072e+33 & 1.084e+20 & 6.505e+21 & 4.133e+21 \\
0.1441 & 4.668e-15 & 4.877e+35 & 1.105e+24 & 3.699e+23 & 2.673e+23 \\
