0.5199 & 1.685e-14 & 1.66e+34 & 7.001e+22 & 3.102e+22 & 1.531e+22 \\
1.876 & 6.081e-14 & 6.82e+33 & 1.263e+23 & 1.989e+22 & 1.699e+22 \\
0.1563 & 5.064e-15 & 4.06e+35 & 1.187e+24 & 8.467e+22 & 8.201e+22 \\
0.1674 & 5.424e-15 & 5.518e+35 & 1.271e+24 & 1.757e+23 & 1.384e+23 \\
0.2482 & 8.043e-15 & 4.373e+35 & 1.885e+24 & 1.794e+23 & 1.014e+23 \\
1.608 & 5.21e-14 & 1.113e+35 & 1.493e+24 & 2.29e+23 & 1.654e+23 \\
0.5101 & 1.653e-14 & 2.976e+34 & 2.103e+23 & 1.413e+22 & 1.144e+22 \\
0.7456 & 2.416e-14 & 1.818e+33 & 1.123e+22 & 4.155e+22 & 2.822e+22 \\
0.6179 & 2.002e-14 & 2.47e+34 & 2.077e+23 & 4.176e+22 & 2.356e+22 \\
0.2733 & 8.856e-15 & 1.736e+34 & 5.854e+22 & 3.835e+22 & 3.824e+22 \\
0.3886 & 1.259e-14 & 1.395e+34 & 8.709e+22 & 1.789e+22 & 1.763e+22 \\
0.0871 & 2.822e-15 & 5.146e+35 & 6.627e+23 & 1.448e+23 & 1.184e+23 \\
0.2725 & 8.831e-15 & 4.877e+35 & 2.073e+24 & 3.699e+23 & 3.691e+23 \\
