0.002433 & 7.885e-17 & 1.05e+33 & 2.771e+19 & 9.038e+21 & 6.155e+21 \\
0.008594 & 2.785e-16 & 1.66e+34 & 9.543e+20 & 3.102e+22 & 2.714e+22 \\
5.647e-05 & 1.83e-18 & 4.715e+32 & 5.36e+17 & 2.929e+22 & 2.002e+22 \\
0.01103 & 3.576e-16 & 6.82e+33 & 1.209e+21 & 1.989e+22 & 1.863e+22 \\
0.524 & 1.698e-14 & 4.06e+35 & 4.01e+24 & 8.467e+22 & 2.713e+22 \\
0.0002378 & 7.707e-18 & 6.522e+32 & 1.693e+18 & 5.079e+21 & 3.725e+21 \\
3.229e-05 & 1.046e-18 & 6.533e+32 & 3.064e+17 & 1.29e+22 & 4.457e+21 \\
0.001142 & 3.701e-17 & 1.187e+33 & 1.517e+19 & 1.029e+22 & 9.657e+21 \\
0.002694 & 8.732e-17 & 8.674e+33 & 1.343e+20 & 1.053e+22 & 6.177e+21 \\
1.701e-05 & 5.512e-19 & 6.548e+32 & 1.614e+17 & 5.602e+21 & 3.329e+21 \\
0.3818 & 1.237e-14 & 4.373e+35 & 2.922e+24 & 1.794e+23 & 1.498e+23 \\
0.01385 & 4.49e-16 & 3.153e+33 & 3.287e+20 & 5.768e+22 & 5.766e+22 \\
0.0001061 & 3.438e-18 & 1.231e+33 & 1.409e+18 & 6.375e+21 & 6.008e+21 \\
0.3274 & 1.061e-14 & 1.113e+35 & 4.12e+23 & 2.29e+23 & 1.845e+23 \\
0.00023 & 7.454e-18 & 1.216e+33 & 1.746e+18 & 2.087e+22 & 1.8e+22 \\
0.01023 & 3.314e-16 & 2.976e+34 & 2.468e+21 & 1.413e+22 & 1.1e+22 \\
0.0007753 & 2.512e-17 & 2.116e+33 & 4.415e+18 & 2.546e+22 & 2.45e+22 \\
0.006664 & 2.16e-16 & 1.818e+33 & 2.024e+20 & 4.155e+22 & 4.147e+22 \\
0.04024 & 1.304e-15 & 2.47e+34 & 4.111e+21 & 4.176e+22 & 3.691e+22 \\
0.003876 & 1.256e-16 & 3.235e+33 & 1.196e+20 & 2.097e+22 & 2.095e+22 \\
0.002622 & 8.497e-17 & 1.882e+33 & 7.465e+19 & 1.832e+22 & 1.572e+22 \\
0.012 & 3.888e-16 & 1.736e+34 & 1.184e+21 & 3.835e+22 & 3.595e+22 \\
0.01799 & 5.83e-16 & 1.395e+34 & 2.757e+21 & 1.789e+22 & 9.3e+21 \\
0.0003037 & 9.843e-18 & 7.735e+32 & 4.612e+18 & 1.313e+22 & 7.456e+21 \\
0.01924 & 6.234e-16 & 4.08e+34 & 7.623e+21 & 3.897e+22 & 1.579e+22 \\
0.005893 & 1.91e-16 & 4.231e+33 & 4.922e+20 & 3.494e+22 & 3.48e+22 \\
0.0001048 & 3.396e-18 & 1.352e+33 & 1.989e+18 & 4.678e+21 & 4.619e+21 \\
0.005355 & 1.735e-16 & 3.072e+33 & 3.811e+20 & 6.505e+21 & 6.086e+21 \\
0.3406 & 1.104e-14 & 4.877e+35 & 2.607e+24 & 3.699e+23 & 2.569e+23 \\
