2.087 & 6.763e-14 & 1.66e+34 & 3.891e+23 & 3.102e+22 & 3.088e+22 \\
1.012 & 3.281e-14 & 6.82e+33 & 1.301e+23 & 1.989e+22 & 1.246e+22 \\
0.09844 & 3.19e-15 & 4.06e+35 & 7.475e+23 & 8.467e+22 & 8.291e+22 \\
0.1746 & 5.658e-15 & 5.518e+35 & 1.326e+24 & 1.757e+23 & 1.437e+23 \\
0.2876 & 9.319e-15 & 4.373e+35 & 2.184e+24 & 1.794e+23 & 1.779e+23 \\
23.77 & 7.703e-13 & 1.113e+35 & 1.266e+25 & 2.29e+23 & 2.085e+23 \\
0.2122 & 6.876e-15 & 2.976e+34 & 5.574e+22 & 1.413e+22 & 1.213e+22 \\
0.908 & 2.942e-14 & 1.818e+33 & 1.368e+22 & 4.155e+22 & 3.061e+22 \\
0.9985 & 3.236e-14 & 2.47e+34 & 1.638e+23 & 4.176e+22 & 3.963e+22 \\
0.6381 & 2.068e-14 & 1.736e+34 & 1.682e+23 & 3.835e+22 & 1.366e+22 \\
0.6444 & 2.088e-14 & 1.395e+34 & 1.614e+23 & 1.789e+22 & 1.558e+22 \\
0.07122 & 2.308e-15 & 5.146e+35 & 5.419e+23 & 1.448e+23 & 1.448e+23 \\
0.2604 & 8.439e-15 & 4.877e+35 & 1.981e+24 & 3.699e+23 & 2.673e+23 \\
