5.297 \\
7.147 \\
8.151 \\
9.727 \\
10 \\
10.45 \\
9.015 \\
7.359 \\
8.97 \\
8.404 \\
8.005 \\
9.69 \\
11.11 \\
10.38 \\
9.943 \\
8.297 \\
7.564 \\
7.557 \\
9.447 \\
10.39 \\
11.64 \\
9.052 \\
10.17 \\
8.97 \\
6.156 \\
6.045 \\
7.799 \\
11.85 \\
9.94 \\
10.56 \\
8.703 \\
7.385 \\
10.11 \\
8.348 \\
7.955 \\
8.631 \\
10.81 \\
9.29 \\
9.685 \\
8.317 \\
6.712 \\
8.206 \\
8.555 \\
11.12 \\
11.55 \\
10.31 \\
9.701 \\
10.04 \\
8.239 \\
7.111 \\
6.037 \\
5.757 \\
6.467 \\
7.397 \\
6.644 \\
6.845 \\
7.06 \\
8.423 \\
8.646 \\
9.86 \\
12.37 \\
11.16 \\
9.631 \\
10.18 \\
6.337 \\
5.052 \\
5.376 \\
6.524 \\
6.328 \\
5.913 \\
4.781 \\
5.209 \\
6.005 \\
7.83 \\
7.978 \\
9.018 \\
9.14 \\
10.18 \\
10.86 \\
9.539 \\
7.25 \\
5.646 \\
5.214 \\
5.196 \\
5.584 \\
4.347 \\
4.561 \\
4.391 \\
4.803 \\
5.971 \\
6.278 \\
8.114 \\
8.894 \\
8.431 \\
9.686 \\
11.1 \\
5.574 \\
5.976 \\
5.061 \\
4.093 \\
4.404 \\
3.935 \\
4.002 \\
4.182 \\
4.196 \\
4.058 \\
4.739 \\
5.486 \\
7.196 \\
9.552 \\
8.862 \\
9.697 \\
7.91 \\
6.416 \\
5.779 \\
4.99 \\
3.744 \\
3.477 \\
4.269 \\
3.479 \\
3.407 \\
3.599 \\
4.688 \\
5.5 \\
6.226 \\
9.086 \\
9.013 \\
6.942 \\
6.815 \\
5.77 \\
6.191 \\
5.883 \\
4.455 \\
3.817 \\
3.714 \\
2.67 \\
2.122 \\
3.587 \\
3.582 \\
4.788 \\
5.233 \\
5.611 \\
7.489 \\
6.585 \\
7.097 \\
6.511 \\
5.767 \\
4.799 \\
3.188 \\
3.005 \\
3.062 \\
2.66 \\
2.379 \\
2.553 \\
3.374 \\
4.649 \\
5.417 \\
5.875 \\
5.944 \\
7.282 \\
7.217 \\
6.404 \\
5.134 \\
3.455 \\
2.94 \\
2.999 \\
3.513 \\
2.321 \\
1.931 \\
2.938 \\
4.451 \\
5.582 \\
4.926 \\
5.928 \\
6.509 \\
7.062 \\
6.431 \\
6.276 \\
5.485 \\
3.881 \\
3.584 \\
3.313 \\
3.714 \\
2.97 \\
2.75 \\
3.748 \\
4.299 \\
4.596 \\
4.11 \\
5.681 \\
7.662 \\
6.959 \\
6.927 \\
6.323 \\
5.857 \\
5.337 \\
3.598 \\
3.662 \\
4.323 \\
4.815 \\
5.389 \\
5.284 \\
5.023 \\
4.663 \\
4.813 \\
6.214 \\
6.977 \\
6.946 \\
7.924 \\
6.908 \\
6.844 \\
6.6 \\
5.599 \\
4.782 \\
5.228 \\
5.093 \\
5.479 \\
5.999 \\
7.768 \\
7.61 \\
6.168 \\
5.425 \\
7.561 \\
9.045 \\
9.243 \\
9.054 \\
7.445 \\
6.915 \\
6.555 \\
6.776 \\
6.63 \\
5.328 \\
4.811 \\
5.599 \\
7.913 \\
8.969 \\
7.979 \\
6.437 \\
7.043 \\
7.944 \\
8.857 \\
8.108 \\
6.879 \\
6.464 \\
9.812 \\
9.204 \\
7.547 \\
6.494 \\
4.895 \\
6.973 \\
7.396 \\
7.821 \\
9.418 \\
9.539 \\
7.692 \\
6.117 \\
