2.553e+19 \\
5.652e+19 \\
5.304e+19 \\
2.31e+19 \\
3.827e+19 \\
7.679e+18 \\
6.686e+18 \\
6.619e+18 \\
1.304e+19 \\
3.532e+19 \\
5.388e+19 \\
4.426e+19 \\
2.153e+19 \\
7.742e+18 \\
1.649e+19 \\
4.165e+18 \\
1.628e+19 \\
1.872e+19 \\
1.509e+19 \\
3.033e+19 \\
1.099e+19 \\
1.202e+19 \\
3.764e+19 \\
3.504e+19 \\
4.92e+19 \\
1.051e+20 \\
2.449e+19 \\
1.024e+19 \\
7.237e+18 \\
5.902e+19 \\
4.613e+19 \\
6.435e+19 \\
3.263e+19 \\
6.94e+19 \\
3.982e+19 \\
4.693e+19 \\
4.825e+19 \\
1.505e+19 \\
5.785e+19 \\
2.89e+19 \\
1.224e+19 \\
9.995e+18 \\
3.187e+19 \\
4.835e+19 \\
3.461e+19 \\
1.816e+19 \\
1.595e+19 \\
1.352e+19 \\
1.268e+19 \\
2.99e+18 \\
2.28e+19 \\
1.233e+19 \\
8.955e+18 \\
1.748e+19 \\
1.793e+19 \\
1.859e+19 \\
1.353e+19 \\
2.262e+19 \\
2.123e+19 \\
3.37e+19 \\
2.013e+19 \\
2.259e+19 \\
3.141e+19 \\
1.129e+19 \\
