0.7574 & 6.826 & 5.947 & 3.323 \\
4.63 & 1.629 & 7.552 & 7.481 \\
3.757 & 5.282 & 5.299 & 7.941 \\
3.854 & 8.511 & 7.394 & 4.334 \\
