6.594 \\
7.653 \\
12.63 \\
15.23 \\
24.48 \\
7.426 \\
5.203 \\
5.143 \\
6.319 \\
4.893 \\
17.57 \\
9.952 \\
9.815 \\
10.06 \\
9.954 \\
11.98 \\
20.82 \\
14.58 \\
8.58 \\
5.757 \\
15.45 \\
22.55 \\
10.46 \\
7.565 \\
2.349 \\
11.77 \\
6.178 \\
1.203 \\
15.35 \\
3.465 \\
28.71 \\
14.09 \\
8.506 \\
11.27 \\
15.92 \\
10.27 \\
17.19 \\
18.16 \\
25.89 \\
20.03 \\
4.101 \\
16.89 \\
20.12 \\
6.704 \\
8.705 \\
5.714 \\
14.76 \\
14.94 \\
2.875 \\
11.43 \\
14.89 \\
10.66 \\
17.7 \\
17.7 \\
7.154 \\
6.697 \\
3.115 \\
8.005 \\
25.04 \\
5.387 \\
8.308 \\
15.86 \\
11.3 \\
5.479 \\
