8.664 \\
9.449 \\
10.16 \\
10.08 \\
8.223 \\
6.622 \\
10.35 \\
9.733 \\
7.417 \\
7.328 \\
8.177 \\
9.571 \\
8.477 \\
8.732 \\
8.796 \\
8.402 \\
8.105 \\
5.76 \\
5.946 \\
4.903 \\
5.571 \\
6.007 \\
6.716 \\
7.537 \\
8.828 \\
4.93 \\
3.602 \\
4.581 \\
4.42 \\
5.343 \\
6.922 \\
7.17 \\
6.507 \\
5.36 \\
3.772 \\
2.858 \\
2.952 \\
3.806 \\
5.371 \\
6.205 \\
6.515 \\
4.68 \\
4.528 \\
4.25 \\
4.541 \\
4.366 \\
5.089 \\
6.835 \\
9.17 \\
7.948 \\
5.469 \\
4.724 \\
5.736 \\
6.427 \\
6.449 \\
7.948 \\
7.368 \\
9.429 \\
9.287 \\
9.967 \\
10.03 \\
8.556 \\
9.13 \\
8.64 \\
