6.367 \\
10.27 \\
10.44 \\
7.781 \\
17.04 \\
4.855 \\
5.444 \\
4.213 \\
8.392 \\
12.29 \\
11.88 \\
20.23 \\
9.442 \\
2.81 \\
8.512 \\
2.587 \\
7.417 \\
7.993 \\
5.314 \\
21.4 \\
8.06 \\
5.951 \\
12.98 \\
13.54 \\
8.866 \\
22.02 \\
9.197 \\
6.515 \\
3.955 \\
20.33 \\
17.1 \\
19.01 \\
13.49 \\
25.91 \\
12.47 \\
9.95 \\
11.53 \\
4.795 \\
33.28 \\
12.88 \\
8.867 \\
5.363 \\
11.05 \\
7.928 \\
10.48 \\
7.903 \\
9.628 \\
9.309 \\
7.925 \\
1.554 \\
9.253 \\
5.647 \\
5.562 \\
8.2 \\
8.001 \\
12.19 \\
5.916 \\
9.282 \\
9.711 \\
20.07 \\
8.802 \\
11.62 \\
13.08 \\
4.892 \\
