6.853 \\
9.413 \\
10.66 \\
8.981 \\
7.172 \\
9.319 \\
10.45 \\
8.383 \\
8.515 \\
7.134 \\
8.805 \\
8.104 \\
7.608 \\
9.593 \\
11.51 \\
9.89 \\
6.167 \\
5.568 \\
5.608 \\
4.746 \\
6.138 \\
7.906 \\
9.188 \\
10.31 \\
6.564 \\
5.2 \\
3.873 \\
3.978 \\
3.785 \\
5.173 \\
7.912 \\
8.39 \\
6.423 \\
5.728 \\
3.483 \\
2.922 \\
2.612 \\
4.106 \\
5.506 \\
6.766 \\
6.642 \\
4.355 \\
3.191 \\
3.088 \\
2.569 \\
4.681 \\
5.169 \\
7.041 \\
6.984 \\
6.217 \\
4.29 \\
4.753 \\
5.56 \\
6.066 \\
5.609 \\
7.572 \\
8.726 \\
6.849 \\
8.356 \\
6.436 \\
5.553 \\
7.934 \\
8.559 \\
7.248 \\
