0.8944 & 8.285 & 5.56 & 2.624 \\
2.932 & 4.599 & 7.134 & 5.466 \\
7.246 & 5.746 & 6.639 & 7.833 \\
2.919 & 6.329 & 2.035 & 3.115 \\
