0.7574 & 4.63 & 3.757 & 3.854 \\
6.826 & 1.629 & 5.282 & 8.511 \\
5.947 & 7.552 & 5.299 & 7.394 \\
3.323 & 7.481 & 7.941 & 4.334 \\
