0.1733 & 5.616e-15 & 4.114e+33 & 3.916e+21 & 2.078e+22 & 2.045e+22 \\
0.6942 & 2.25e-14 & 2.668e+34 & 1.621e+23 & 4.197e+22 & 3.736e+22 \\
0.2249 & 7.289e-15 & 1.94e+33 & 4.236e+21 & 2.374e+22 & 1.614e+22 \\
2.186 & 7.084e-14 & 8.705e+32 & 1.441e+22 & 7.543e+21 & 7.54e+21 \\
0.2522 & 8.172e-15 & 3.429e+35 & 1.915e+24 & 1.393e+23 & 1.352e+23 \\
0.162 & 5.25e-15 & 1.232e+34 & 1.426e+22 & 2.902e+22 & 1.756e+22 \\
1.382 & 4.48e-14 & 1.416e+34 & 2.577e+23 & 4.966e+22 & 3.449e+22 \\
0.3572 & 1.157e-14 & 2.534e+33 & 1.917e+22 & 1.647e+22 & 1.149e+22 \\
0.5312 & 1.721e-14 & 2.397e+33 & 1.25e+22 & 6.379e+21 & 3.558e+21 \\
0.2996 & 9.707e-15 & 5.002e+34 & 1.388e+23 & 1.182e+22 & 9.55e+21 \\
1.764 & 5.715e-14 & 7.822e+32 & 2.989e+22 & 4.427e+21 & 1.313e+21 \\
1.426 & 4.62e-14 & 1.553e+34 & 2.954e+23 & 1.047e+23 & 4.963e+22 \\
0.5937 & 1.924e-14 & 5.843e+34 & 3.6e+23 & 3.119e+22 & 2.698e+22 \\
0.7068 & 2.29e-14 & 1.742e+33 & 3.028e+22 & 9.711e+21 & 8.327e+21 \\
1.508 & 4.885e-14 & 1.807e+33 & 6.246e+22 & 4.843e+21 & 2.262e+21 \\
9.128 & 2.958e-13 & 2.452e+33 & 3.61e+23 & 4.584e+22 & 4.538e+22 \\
0.03727 & 1.208e-15 & 1.539e+35 & 4.773e+22 & 2.345e+23 & 2.054e+23 \\
5.534 & 1.793e-13 & 1.02e+33 & 3.126e+22 & 1.185e+22 & 1.086e+22 \\
0.8833 & 2.862e-14 & 7.391e+32 & 1.747e+22 & 1.15e+22 & 1.073e+22 \\
1.282 & 4.154e-14 & 1.039e+34 & 1.527e+23 & 1.76e+22 & 1.755e+22 \\
0.7769 & 2.518e-14 & 1.654e+33 & 1.17e+22 & 2.735e+22 & 2.696e+22 \\
2.651 & 8.59e-14 & 3.826e+33 & 7.862e+22 & 1.092e+22 & 5.663e+21 \\
1.806 & 5.853e-14 & 2.364e+33 & 3.571e+22 & 1.599e+22 & 1.533e+22 \\
3.979 & 1.289e-13 & 1.656e+33 & 1.498e+23 & 7.356e+21 & 7.136e+21 \\
1.104 & 3.577e-14 & 2.734e+33 & 3.274e+22 & 1.181e+22 & 1.069e+22 \\
1.062 & 3.44e-14 & 1.322e+33 & 1.349e+22 & 7.759e+21 & 6.537e+21 \\
1.27 & 4.114e-14 & 1.811e+33 & 2.63e+22 & 1.5e+22 & 1.385e+22 \\
13.72 & 4.445e-13 & 1.211e+33 & 2.131e+23 & 2.145e+22 & 2.014e+22 \\
1.393 & 4.514e-14 & 1.669e+33 & 4.591e+22 & 1.229e+22 & 1.004e+22 \\
