0.2378 & 7.707e-15 & 5.674e+35 & 1.806e+24 & 3.623e+23 & 3.536e+23 \\
0.1195 & 3.873e-15 & 3.429e+35 & 9.076e+23 & 1.393e+23 & 8.819e+22 \\
0.3539 & 1.147e-14 & 1.232e+34 & 5.382e+22 & 2.902e+22 & 2.43e+22 \\
0.9315 & 3.018e-14 & 1.416e+34 & 1.184e+23 & 4.966e+22 & 3.772e+22 \\
0.3679 & 1.192e-14 & 5.002e+34 & 1.634e+23 & 1.182e+22 & 1.179e+22 \\
1.462 & 4.738e-14 & 1.553e+34 & 3.028e+23 & 1.047e+23 & 9.274e+22 \\
0.3545 & 1.149e-14 & 5.843e+34 & 1.996e+23 & 3.119e+22 & 2.838e+22 \\
0.3041 & 9.853e-15 & 1.539e+35 & 5.268e+23 & 2.345e+23 & 1.183e+23 \\
2.653 & 8.596e-14 & 1.039e+34 & 2.585e+23 & 1.76e+22 & 1.019e+22 \\
0.2205 & 7.146e-15 & 4.559e+35 & 1.674e+24 & 3.392e+23 & 2.955e+23 \\
0.2873 & 9.309e-15 & 4.577e+35 & 2.181e+24 & 3.247e+23 & 3.242e+23 \\
0.04726 & 1.531e-15 & 4.999e+35 & 3.589e+23 & 2.49e+23 & 1.213e+23 \\
